Código	Denominación	[A]	[B]	[B] VS [A]	
		ene-2025 Proyectado	ene-2025 Histórico	ene-2025 Histórico	
				VS	
				ene-2025 Proyectado	
		Monto	Monto	Monto	%
422514	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	9.619.000	3.064.543	-6.554.457	-68,14%
422518	DE MICROCRÉDITO EMPRESARIAL	73.132.000	750.870.759	677.738.759	926,73%
422519	DE INTERESES MICROCRÉDITO EMPRESARIAL	42.232.000	146.869.508	104.637.508	247,77%
422520	DE PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	0	8.688.568	8.688.568	100,00%
422521	DE CRÉDITOS COMERCIALES	21.029.000	158.178.118	137.149.118	652,19%
422522	DE INTERESES CRÉDITOS COMERCIALES	10.432.000	76.206.783	65.774.783	630,51%
422523	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	0	2.498.882	2.498.882	100,00%
422524	DE DETERIORO GENERAL	25.953.000	118.578.968	92.625.968	356,90%
422540	DE OTRAS CUENTAS POR COBRAR	2.466.000	1.903.669	-562.331	-22,80%
422541	DE PROPIEDAD PLANTA Y EQUIPO	163.000	0	-163.000	-100,00%
422546	RECUPERACIÓN DE BIENES DADOS DE BAJA	0	7.105.295	7.105.295	100,00%
422549	DE CRÉDITOS PRODUCTIVOS	17.953.000	334.158.884	316.205.884	1761,30%
422550	DE INTERESES CRÉDITOS PRODUCTIVOS	672.000	75.806.976	75.134.976	11180,80%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	306.694	306.694	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	8.972.000	10.609.009	1.637.009	18,25%
423095	OTROS	8.972.000	10.609.009	1.637.009	18,25%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	578.000	504.202	-73.798	-12,77%
424090	OTROS	578.000	504.202	-73.798	-12,77%
4245	INDEMNIZACIONES	9.000	0	-9.000	-100,00%
424595	OTRAS	9.000	0	-9.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	5.000	0	-5.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	152.493	152.493	100,00%
5	GASTOS	2.754.085.146	3.658.030.919	903.945.773	32,82%
51	GASTOS DE ADMINISTRACIÓN	2.360.691.029	3.466.989.718	1.106.298.689	46,86%
5105	BENEFICIO A EMPLEADOS	1.018.923.068	891.248.408	-127.674.660	-12,53%
510503	SUELDOS	568.651.354	492.989.697	-75.661.657	-13,31%
510505	HORAS EXTRAS	2.070.000	734.881	-1.335.119	-64,50%
510506	COMISIONES	26.691.135	31.843.202	5.152.067	19,30%
510507	VIÁTICOS	30.493.028	13.598.900	-16.894.128	-55,40%
510508	INCAPACIDADES	2.761.290	2.369.133	-392.157	-14,20%
510509	AUXILIO DE TRANSPORTE	32.602.021	22.353.330	-10.248.691	-31,44%
510510	CESANTÍAS	52.283.439	49.686.542	-2.596.897	-4,97%
510511	INTERESES SOBRE CESANTÍAS	6.274.525	5.962.374	-312.151	-4,97%
510512	PRIMA LEGAL	51.339.691	49.686.542	-1.653.149	-3,22%
510513	PRIMA EXTRALEGAL	4.407.845	4.488.748	80.903	1,84%
510514	PRIMA DE VACACIONES	24.618.324	22.293.315	-2.325.009	-9,44%
510515	PRIMA DE ANTIGÜEDAD	2.955.690	2.753.020	-202.670	-6,86%
510516	VACACIONES	23.999.611	23.881.252	-118.359	-0,49%
510519	BONIFICACIONES	25.127.397	23.613.996	-1.513.401	-6,02%
510520	INDEMNIZACIONES LABORALES	0	2.244.675	2.244.675	100,00%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	6.000.000	0	-6.000.000	-100,00%
510522	AUXILIOS AL PERSONAL	29.679.099	25.196.000	-4.483.099	-15,11%
510523	APORTES SALUD	2.197.788	2.358.798	161.010	7,33%
510524	APORTES PENSIÓN	79.562.536	69.241.013	-10.321.523	-12,97%
510525	APORTES A.R.L	11.360.721	7.500.200	-3.860.521	-33,98%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	25.891.697	22.802.600	-3.089.097	-11,93%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	2.519.592	1.949.000	-570.592	-22,65%
510595	OTROS BENEFICIOS A EMPLEADOS	7.436.285	13.701.190	6.264.905	84,25%
5110	GASTOS GENERALES	569.857.137	564.907.102	-4.950.035	-0,87%
511001	HONORARIOS	48.569.307	45.680.615	-2.888.692	-5,95%
511002	IMPUESTOS	43.707.582	57.160.558	13.452.976	30,78%
511003	ARRENDAMIENTOS	77.867.000	70.705.650	-7.161.350	-9,20%
511005	SEGUROS	22.631.178	78.428.907	55.797.729	246,55%
511006	MANTENIMIENTO Y REPARACIONES	5.566.252	4.823.194	-743.058	-13,35%
511007	MEJORAS A BIENES AJENOS	2.000.000	0	-2.000.000	-100,00%
511008	CUOTAS DE ADMINISTRACIÓN	1.248.000	0	-1.248.000	-100,00%
511010	ASEO Y ELEMENTOS	25.483.293	27.334.822	1.851.529	7,27%
511011	CAFETERÍA	555.426	6.572.509	6.017.083	1083,33%
511012	SERVICIOS PÚBLICOS	151.260.000	112.034.345	-39.225.655	-25,93%
511013	CORREO	13.374.832	5.310.234	-8.064.598	-60,30%
511014	TRANSPORTE FLETES Y ACARREOS	2.398.968	2.230.000	-168.968	-7,04%
511015	PAPELERÍA Y ÚTILES DE OFICINA	7.326.994	4.702.700	-2.624.294	-35,82%
511016	FOTOCOPIAS	3.711.354	3.800.334	88.980	2,40%
511018	PUBLICIDAD Y PROPAGANDA	25.130.998	19.465.713	-5.665.285	-22,54%
511021	GASTOS DE DIRECTIVOS	0	1.822.000	1.822.000	100,00%
511022	GASTOS DE COMITÉS	8.237.157	3.738.000	-4.499.157	-54,62%
511023	REUNIONES Y CONFERENCIAS	20.233.753	45.000	-20.188.753	-99,78%
511024	GASTOS LEGALES	1.231.252	152.495	-1.078.757	-87,61%
511025	INFORMACIÓN COMERCIAL	7.214.376	3.674.394	-3.539.982	-49,07%
511027	GASTOS DE VIAJES	9.729.222	20.669.641	10.940.419	112,45%
511029	VIGILANCIA PRIVADA	21.626.913	15.959.218	-5.667.695	-26,21%
511030	SISTEMATIZACIÓN	14.262.138	25.064.707	10.802.569	75,74%
511031	CUOTAS DE SOSTENIMIENTO	4.306.000	2.700.100	-1.605.900	-37,29%
511032	SUSCRIPCIONES Y PUBLICACIONES	975.074	935.000	-40.074	-4,11%
511033	ADECUACIÓN E INSTALACIÓN	9.039.641	1.505.000	-7.534.641	-83,35%
511034	ASISTENCIA TÉCNICA	3.379.331	4.786.049	1.406.718	41,63%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	37.591.096	43.554.359	5.963.263	15,86%
511095	OTROS	1.200.000	2.051.558	851.558	70,96%
5115	DETERIORO	634.000.000	1.933.018.947	1.299.018.947	204,89%
511515	INTERESES CRÉDITOS DE VIVIENDA	375.000	0	-375.000	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	14.000	0	-14.000	-100,00%
511517	CRÉDITOS DE CONSUMO	103.890.368	995.143.654	891.253.286	857,88%
511518	INTERESES CRÉDITOS DE CONSUMO	19.997.000	6.803.176	-13.193.824	-65,98%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	2.169.000	4.597	-2.164.403	-99,79%
511523	MICROCRÉDITO EMPRESARIAL	197.771.535	135.414.325	-62.357.210	-31,53%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	47.932.000	17.018.328	-30.913.672	-64,49%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	5.641.000	5.563	-5.635.437	-99,90%
511526	CRÉDITOS COMERCIALES	61.874.437	429.126.434	367.251.997	593,54%
511527	INTERESES CRÉDITOS COMERCIALES	7.143.000	17.224.006	10.081.006	141,13%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	1.615.000	118.988	-1.496.012	-92,63%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	68.775.000	35.854.242	-32.920.758	-47,87%
511545	OTRAS CUENTAS POR COBRAR	2.002.000	617.675	-1.384.325	-69,15%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	0	0	0	100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	0	0	0	100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	0	0	0	100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	49.125.000	89.635.605	40.510.605	82,46%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	0	0	0	100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	0	0	0	100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	0	0	0	100,00%
511570	CRÉDITOS PRODUCTIVOS	64.990.323	179.378.201	114.387.878	176,01%
511571	INTERESES CRÉDITOS PRODUCTIVOS	685.337	26.477.059	25.791.722	3763,36%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	197.094	197.094	100,00%
5120	AMORTIZACIÓN Y AGOTAMIENTO	30.974.000	41.344.760	10.370.760	33,48%
512020	LICENCIAS	30.974.000	41.344.760	10.370.760	33,48%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	106.936.824	36.470.501	-70.466.323	-65,90%
512505	EDIFICACIONES	5.577.691	5.808.893	231.202	4,15%
512510	MUEBLES Y EQUIPO DE OFICINA	14.589.134	7.957.965	-6.631.169	-45,45%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	78.250.395	18.194.967	-60.055.428	-76,75%
512545	MAQUINARIA Y EQUIPO	8.519.603	4.508.676	-4.010.927	-47,08%
52	OTROS GASTOS	393.394.117	191.041.201	-202.352.916	-51,44%
5210	GASTOS FINANCIEROS	127.708.917	93.955.135	-33.753.782	-26,43%
521005	GASTOS BANCARIOS	194.000	95.585	-98.415	-50,73%
521020	COMISIONES	127.514.917	93.859.550	-33.655.367	-26,39%
5212	GASTOS POR RIESGO OPERATIVO	4.536.000	256.000	-4.280.000	-94,36%
5230	GASTOS VARIOS	261.149.200	96.830.066	-164.319.134	-62,92%
523015	CONTRATOS ONEROSOS	122.011.500	0	-122.011.500	-100,00%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	23.700	0	-23.700	-100,00%
523050	IMPUESTOS ASUMIDOS	77.971.000	71.817.715	-6.153.285	-7,89%
523095	OTROS	61.143.000	25.012.351	-36.130.649	-59,09%
6	COSTO DE VENTAS	640.239.102	666.876.851	26.637.749	4,16%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	640.239.102	666.876.851	26.637.749	4,16%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	640.239.102	666.876.851	26.637.749	4,16%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	126.022.426	136.899.404	10.876.978	8,63%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	451.888.026	483.139.225	31.251.199	6,92%
615015	INTERESES AHORRO CONTRACTUAL	5.764.632	6.541.489	776.857	13,48%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	646.000	0	-646.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	55.918.019	40.296.733	-15.621.286	-27,94%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	167.441.754	981.516.871	814.075.116	486,18%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	5.195.232.094	4.793.460.499	-401.771.595	-7,73%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	5.195.232.094	4.793.460.499	-401.771.595	-7,73%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	991.257.532	656.533.939	-334.723.593	-33,77%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	3.551.133.155	3.832.842.689	281.709.534	7,93%
615015	INTERESES AHORRO CONTRACTUAL	48.517.531	48.757.969	240.438	0,50%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	5.168.000	0	-5.168.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	599.155.876	255.325.902	-343.829.974	-57,39%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	725.867.454	3.850.394.973	3.124.527.519	430,45%
