					
Código	Denominación	[A]	[B]	[B] VS [A]	
		feb-2025 Proyectado	feb-2025 Histórico	feb-2025 Histórico	
				VS	
				feb-2025 Proyectado	
		Monto	Monto	Monto	%
2110	CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	70.558.747.143	72.602.645.678	2.043.898.535	2,90%
211005	EMITIDOS MENOS DE 6 MESES	64.421.652.877	41.788.138.555	-22.633.514.322	-35,13%
211010	EMITIDOS IGUAL A 6 MESES Y MENOR E IGUAL DE 12 MESES	3.635.335.187	29.273.342.339	25.638.007.152	705,24%
211015	EMITIDOS MAYOR A 12 MESES Y MENOR DE 18 MESES	660.082.093	0	-660.082.093	-100,00%
211020	EMITIDOS IGUAL O SUPERIOR DE 18 MESES	1.318.501	569.310.000	567.991.499	43078,57%
211095	INTERESES CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	1.840.358.485	971.854.784	-868.503.701	-47,19%
2125	DEPÓSITOS DE AHORRO CONTRACTUAL	2.739.224.178	2.543.292.537	-195.931.641	-7,15%
212505	DEPÓSITOS A CORTO PLAZO - ACTIVAS	2.009.005.465	1.730.424.309	-278.581.156	-13,87%
212510	DEPÓSITOS A CORTO PLAZO - INACTIVAS	622.915.198	584.032.210	-38.882.988	-6,24%
212515	DEPÓSITOS A LARGO PLAZO - ACTIVAS	47.220.595	144.323.096	97.102.501	205,64%
212520	DEPÓSITOS A LARGO PLAZO - INACTIVAS	15.885.503	60.857.811	44.972.308	283,10%
212595	INTERESES DEPÓSITOS DE AHORRO CONTRACTUAL	44.197.417	23.655.111	-20.542.306	-46,48%
23	OBLIGACIONES FINANCIERAS Y OTROS PASIVOS FINANCIEROS	6.740.521.254	5.588.907.381	-1.151.613.873	-17,08%
2305	CRÉDITOS ORDINARIOS CORTO PLAZO	1.539.690	2.335.100	795.410	51,66%
230505	BANCOS COMERCIALES	0	2.335.100	2.335.100	100,00%
230510	BANCOS COOPERATIVOS	1.537.589	0	-1.537.589	-100,00%
230535	INTERESES CRÉDITOS ORDINARIOS CORTO PLAZO	2.101	0	-2.101	-100,00%
2315	FINAGRO	6.738.981.564	5.586.572.281	-1.152.409.283	-17,10%
231505	CRÉDITOS A CORTO PLAZO	4.859.276.790	2.920.771.596	-1.938.505.194	-39,89%
231510	CRÉDITOS A LARGO PLAZO	1.743.283.162	2.575.440.679	832.157.517	47,74%
231595	INTERESES FINAGRO	136.421.611	90.360.006	-46.061.605	-33,76%
24	CUENTAS POR PAGAR Y OTRAS	2.071.589.574	2.119.093.211	47.503.637	2,29%
2410	COSTOS Y GASTOS POR PAGAR	118.166.359	249.832.422	131.666.062	111,42%
241010	SEGUROS	99.616.769	195.711.189	96.094.420	96,46%
241095	OTROS	18.549.590	54.121.233	35.571.643	191,77%
2420	PROVEEDORES	0	131.560.144	131.560.144	100,00%
242005	NACIONALES	0	131.560.144	131.560.144	100,00%
2425	CONTRIBUCIONES Y AFILIACIONES	59.912.795	100.024.000	40.111.205	66,95%
242510	FONDO DE GARANTÍAS DE ENTIDADES COOPERATIVAS	59.912.795	100.024.000	40.111.205	66,95%
2430	GRAVAMEN DE LOS MOVIMIENTOS FINANCIEROS	16.144.286	25.653.754	9.509.468	58,90%
243005	SOBRE DEPÓSITOS DE AHORRO	15.352.740	24.873.017	9.520.277	62,01%
243010	SOBRE CERTIFICADOS DE DEPÓSITOS DE AHORRO A TÉRMINO	604.989	617.832	12.843	2,12%
243015	SOBRE DEPÓSITOS DE AHORRO CONTRACTUAL	125.496	94.578	-30.918	-24,64%
243095	SOBRE OTRAS TRANSACCIONES	61.061	68.327	7.266	11,90%
2435	RETENCIÓN EN LA FUENTE	49.967.347	48.281.476	-1.685.871	-3,37%
243505	SALARIOS Y PAGOS LABORALES	1.329.855	2.016.000	686.145	51,60%
243515	HONORARIOS	5.509.126	4.838.333	-670.793	-12,18%
243520	COMISIONES	375.302	345.644	-29.658	-7,90%
243525	SERVICIOS	2.116.734	3.872.811	1.756.077	82,96%
243530	ARRENDAMIENTOS	1.511.919	1.989.178	477.259	31,57%
243535	RENDIMIENTOS FINANCIEROS	36.381.553	31.063.034	-5.318.519	-14,62%
243540	COMPRAS	538.677	1.171.524	632.847	117,48%
243560	IMPUESTO A LAS VENTAS RETENIDO POR CONSIGNAR	267.713	438.953	171.240	63,96%
243575	RETENCIÓN DE IMPUESTO DE INDUSTRIA Y COMERCIO POR COMPRAS	1.936.467	2.545.999	609.532	31,48%
2440	PASIVO POR IMPUESTOS CORRIENTES	220.838.348	201.971.669	-18.866.679	-8,54%
244010	IMPUESTO A LAS VENTAS POR PAGAR	28.136.198	42.307.369	14.171.171	50,37%
244015	INDUSTRIA Y COMERCIO	192.702.149	159.664.300	-33.037.849	-17,14%
2445	VALORES POR REINTEGRAR	80.586.515	116.244.168	35.657.653	44,25%
244510	MAYOR DESCUENTO	406.822	0	-406.822	-100,00%
244595	OTROS	80.179.692	116.244.168	36.064.476	44,98%
2450	RETENCIONES Y APORTES LABORALES	182.129.069	150.968.905	-31.160.164	-17,11%
245005	APORTES A BIENESTAR PROMOTORAS DE SALUD EPS	18.862.101	26.760.017	7.897.916	41,87%
245010	APORTES A BIENESTAR PROMOTORAS DE PENSIÓN	68.910.043	92.823.588	23.913.545	34,70%
245015	APORTES A ADMINISTRADORAS DE RIESGOS LABORALES ARL	6.011.854	7.803.900	1.792.046	29,81%
245020	APORTES AL ICBF SENA Y CAJAS DE COMPENSACIÓN FAMILIAR	17.085.843	23.581.400	6.495.557	38,02%
245040	COOPERATIVAS	71.259.228	0	-71.259.228	-100,00%
2460	EXIGIBILIDADES POR SERVICIOS DE RECAUDO	844.039.212	908.825.032	64.785.820	7,68%
246005	SERVICIOS PÚBLICOS MUNICIPALES	92.738.116	151.931.759	59.193.643	63,83%
246015	PENSIONES Y MATRICULAS	9.449.232	35.029.250	25.580.018	270,71%
246020	NÓMINAS DE BIENESTAR	28.913.050	75.112.891	46.199.841	159,79%
246025	IMPUESTOS	500.688.931	472.587.014	-28.101.917	-5,61%
246030	CONVENIOS PROGRAMADOS	157.015.188	160.887.564	3.872.376	2,47%
246095	OTROS	55.234.695	13.276.554	-41.958.141	-75,96%
2465	REMANENTES POR PAGAR	118.254.417	185.731.641	67.477.224	57,06%
246505	DE APORTES EXASOCIADOS	118.117.882	185.556.451	67.438.569	57,09%
246510	DEPÓSITOS EXASOCIADOS	136.535	175.190	38.655	28,31%
2470	ESTABLECIMIENTOS AFILIADOS	381.551.227	0	-381.551.227	-100,00%
26	FONDOS SOCIALES Y MUTUALES	605.082.894	519.571.920	-85.510.974	-14,13%
2610	FONDO SOCIAL DE SOLIDARIDAD	389.249	0	-389.249	-100,00%
2648	FONDO SOCIAL PARA OTROS FINES	604.693.645	519.571.920	-85.121.725	-14,08%
27	OTROS PASIVOS	1.307.468.901	1.115.794.921	-191.673.980	-14,66%
2710	OBLIGACIONES LABORALES POR BENEFICIOS A EMPLEADOS	1.026.605.208	751.795.453	-274.809.755	-26,77%
271005	BENEFICIOS A EMPLEADOS A CORTO PLAZO	1.026.605.208	751.795.453	-274.809.755	-26,77%
2720	INGRESOS ANTICIPADOS - DIFERIDOS	154.128.332	157.535.947	3.407.615	2,21%
272005	INTERESES	154.128.332	157.535.947	3.407.615	2,21%
2725	INGRESOS RECIBIDOS PARA TERCEROS	126.735.361	206.463.521	79.728.160	62,91%
272505	VALORES RECIBIDOS PARA TERCEROS	126.735.361	206.463.521	79.728.160	62,91%
28	PROVISIONES	12.494.887	12.840.000	345.113	2,76%
2820	PROVISIÓN MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	12.494.887	12.840.000	345.113	2,76%
3	PATRIMONIO	42.657.890.385	74.684.612.948	32.026.722.563	75,08%
31	CAPITAL SOCIAL	55.813.786.370	55.697.171.168	-116.615.201	-0,21%
3105	APORTES SOCIALES TEMPORALMENTE RESTRINGIDOS	29.651.320.708	27.227.171.168	-2.424.149.539	-8,18%
310505	APORTES ORDINARIOS	29.651.320.708	27.227.171.168	-2.424.149.539	-8,18%
3110	APORTES SOCIALES MÍNIMOS NO REDUCIBLES	26.162.465.662	28.470.000.000	2.307.534.338	8,82%
311005	APORTES ORDINARIOS	24.402.432.821	26.691.552.847	2.289.120.026	9,38%
311010	APORTES AMORTIZADOS	1.760.032.841	1.778.447.153	18.414.312	1,05%
32	RESERVAS	10.657.614.097	10.591.431.637	-66.182.460	-0,62%
3205	RESERVA PROTECCIÓN DE APORTES	10.584.388.093	10.518.660.358	-65.727.735	-0,62%
3215	RESERVA DE ASAMBLEA	73.226.003	72.771.279	-454.724	-0,62%
33	FONDOS DE DESTINACIÓN ESPECÍFICA	125.118.051	128.573.851	3.455.800	2,76%
3310	FONDO PARA REVALORIZACIÓN DE APORTES	70.208.533	72.147.715	1.939.182	2,76%
3325	FONDO ESPECIAL	23.675.075	24.328.988	653.913	2,76%
3330	FONDO SOCIALES CAPITALIZADOS	30.226.456	31.061.320	834.864	2,76%
3335	FONDOS DE INVERSIÓN	1.007.987	1.035.828	27.841	2,76%
35	EXCEDENTES Y/O PÉRDIDAS DEL EJERCICIO	-30.073.682.517	1.181.866.576	31.255.549.093	-103,93%
3505	EXCEDENTES	-30.073.682.517	0	30.073.682.517	-100,00%
3510	PÉRDIDAS (DB)	0	1.181.866.576	1.181.866.576	100,00%
36	RESULTADOS ACUMULADOS POR ADOPCIÓN POR PRIMERA VEZ	30.018.247	30.847.360	829.113	2,76%
3605	EXCEDENTES	30.018.247	30.847.360	829.113	2,76%
37	OTRO RESULTADO INTEGRAL	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
3705	POR REVALUACIÓN DE PROPIEDAD PLANTA Y EQUIPO Y ACTIVOS INTANGIBLES	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
39	RESULTADOS DE EJERCICIOS ANTERIORES	1.807.162.363	1.745.796.544	-61.365.819	-3,40%
3905	EXCEDENTES	1.807.162.363	1.745.796.544	-61.365.819	-3,40%
4	INGRESOS	7.166.598.852	8.935.883.537	1.769.284.685	24,69%
41	INGRESOS POR VENTA DE BIENES Y SERVICIOS	5.894.080.901	5.620.092.477	-273.988.424	-4,65%
4150	INGRESOS CARTERA DE CRÉDITOS	6.134.923.205	5.753.915.188	-381.008.017	-6,21%
415005	INTERESES DE CRÉDITOS COMERCIALES	863.582.724	763.887.809	-99.694.915	-11,54%
415010	INTERESES DE CRÉDITOS CONSUMO	2.036.009.619	2.001.333.629	-34.675.990	-1,70%
415015	INTERESES DE CRÉDITOS VIVIENDA	0	68.399.650	68.399.650	100,00%
415025	INTERESES DE MICROCRÉDITO EMPRESARIAL	848.180.929	731.989.443	-116.191.486	-13,70%
415035	INTERESES MORATORIOS CARTERA COMERCIAL	57.270.229	8.196.858	-49.073.371	-85,69%
415040	INTERESES MORATORIOS CARTERA CONSUMO	138.764.095	42.603.299	-96.160.796	-69,30%
415045	INTERESES MORATORIOS CARTERA VIVIENDA	0	509.731	509.731	100,00%
415055	INTERESES MORATORIOS CARTERA MICROCRÉDITO EMPRESARIAL	180.164.463	48.867.631	-131.296.832	-72,88%
415065	INTERESES DE CRÉDITOS PRODUCTIVOS	2.002.567.521	2.065.615.681	63.048.160	3,15%
415070	INTERESES MORATORIOS CARTERA CRÉDITOS PRODUCTIVOS	8.383.624	22.511.457	14.127.833	168,52%
4175	DEVOLUCIONES REBAJAS Y DESCUENTOS EN VENTAS (DB)	-240.842.304	-133.822.711	107.019.593	-44,44%
42	OTROS INGRESOS	1.272.517.951	3.315.791.060	2.043.273.109	160,57%
4205	INGRESOS POR UTILIDAD EN VENTA DE INVERSIONES Y OTROS ACTIVOS	268.000	0	-268.000	-100,00%
420565	ACTIVOS INTANGIBLES	268.000	0	-268.000	-100,00%
4210	INGRESOS POR VALORACIÓN INVERSIONES	402.724.061	585.535.973	182.811.912	45,39%
421010	EFECTIVO RESTRINGIDO	129.298.306	73.357.210	-55.941.096	-43,27%
421015	INVERSIONES FONDO DE LIQUIDEZ	196.460.641	129.859.473	-66.601.168	-33,90%
421036	INVERSIONES CONTABILIZADAS A COSTO AMORTIZADO	76.965.114	382.319.290	305.354.176	396,74%
4220	OTROS INGRESOS	268.093.890	258.050.810	-10.043.080	-3,75%
422004	INTERESES DE BANCOS Y OTRAS ENTIDADES CON ACTIVIDAD FINANCIERA	57.113.890	36.449.446	-20.664.444	-36,18%
422005	DIVIDENDOS PARTICIPACIONES Y RETORNOS	4.400.000	0	-4.400.000	-100,00%
422010	COMISIONES Y/O HONORARIOS	206.580.000	221.601.364	15.021.364	7,27%
4225	RECUPERACIONES DETERIORO	582.304.000	2.452.121.045	1.869.817.045	321,11%
422509	DE CRÉDITOS DE VIVIENDA	3.880.000	2.689.147	-1.190.853	-30,69%
422510	DE INTERESES CRÉDITOS DE VIVIENDA	2.048.000	9.169.279	7.121.279	347,72%
422511	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	0	69.243	69.243	100,00%
422512	DE CRÉDITOS DE CONSUMO	117.256.000	378.851.049	261.595.049	223,10%
422513	DE INTERESES CRÉDITOS DE CONSUMO	51.818.000	77.607.435	25.789.435	49,77%
422514	DE PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	19.238.000	3.142.629	-16.095.371	-83,66%
422518	DE MICROCRÉDITO EMPRESARIAL	146.264.000	840.319.820	694.055.820	474,52%
422519	DE INTERESES MICROCRÉDITO EMPRESARIAL	84.464.000	156.043.877	71.579.877	84,75%
422520	DE PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	0	9.271.520	9.271.520	100,00%
422521	DE CRÉDITOS COMERCIALES	42.058.000	159.545.286	117.487.286	279,35%
422522	DE INTERESES CRÉDITOS COMERCIALES	20.864.000	77.254.784	56.390.784	270,28%
422523	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	0	4.937.265	4.937.265	100,00%
422524	DE DETERIORO GENERAL	51.906.000	218.631.889	166.725.889	321,21%
422540	DE OTRAS CUENTAS POR COBRAR	4.932.000	3.105.030	-1.826.970	-37,04%
422541	DE PROPIEDAD PLANTA Y EQUIPO	326.000	0	-326.000	-100,00%
422546	RECUPERACIÓN DE BIENES DADOS DE BAJA	0	23.800.163	23.800.163	100,00%
422549	DE CRÉDITOS PRODUCTIVOS	35.906.000	400.172.720	364.266.720	1014,50%
422550	DE INTERESES CRÉDITOS PRODUCTIVOS	1.344.000	87.203.215	85.859.215	6388,33%
422551	DE PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	306.694	306.694	100,00%
4230	ADMINISTRATIVOS Y SOCIALES	17.944.000	18.500.911	556.911	3,10%
423095	OTROS	17.944.000	18.500.911	556.911	3,10%
4240	SERVICIOS DIFERENTES AL OBJETO SOCIAL	1.156.000	1.008.404	-147.596	-12,77%
424090	OTROS	1.156.000	1.008.404	-147.596	-12,77%
4245	INDEMNIZACIONES	18.000	0	-18.000	-100,00%
424595	OTRAS	18.000	0	-18.000	-100,00%
4255	INGRESOS POR DIFERENCIA EN CAMBIO	10.000	0	-10.000	-100,00%
4265	RECUPERACIONES POR RIESGO OPERATIVO	0	573.917	573.917	100,00%
5	GASTOS	35.961.561.730	7.733.591.666	-28.227.970.064	-78,49%
51	GASTOS DE ADMINISTRACIÓN	35.174.773.496	5.951.357.525	-29.223.415.971	-83,08%
5105	BENEFICIO A EMPLEADOS	2.144.647.698	1.822.723.383	-321.924.315	-15,01%
510503	SUELDOS	1.163.884.929	1.020.690.114	-143.194.815	-12,30%
510505	HORAS EXTRAS	4.140.000	1.392.137	-2.747.863	-66,37%
510506	COMISIONES	60.552.831	57.442.433	-3.110.398	-5,14%
510507	VIÁTICOS	54.882.235	34.916.100	-19.966.135	-36,38%
510508	INCAPACIDADES	6.008.808	5.106.782	-902.026	-15,01%
510509	AUXILIO DE TRANSPORTE	64.060.578	48.179.998	-15.880.580	-24,79%
510510	CESANTÍAS	105.293.607	99.793.386	-5.500.221	-5,22%
510511	INTERESES SOBRE CESANTÍAS	12.635.695	11.975.176	-660.519	-5,23%
510512	PRIMA LEGAL	103.392.993	99.793.386	-3.599.607	-3,48%
510513	PRIMA EXTRALEGAL	9.061.697	8.748.131	-313.566	-3,46%
510514	PRIMA DE VACACIONES	48.168.495	44.075.557	-4.092.938	-8,50%
510515	PRIMA DE ANTIGÜEDAD	5.911.380	5.506.040	-405.340	-6,86%
510516	VACACIONES	47.976.629	47.831.177	-145.452	-0,30%
510519	BONIFICACIONES	50.242.690	47.260.075	-2.982.615	-5,94%
510520	INDEMNIZACIONES LABORALES	11.135.695	4.480.951	-6.654.744	-59,76%
510521	DOTACIÓN Y SUMINISTRO A TRABAJADORES	12.000.000	0	-12.000.000	-100,00%
510522	AUXILIOS AL PERSONAL	63.356.464	52.323.762	-11.032.702	-17,41%
510523	APORTES SALUD	4.382.696	5.400.398	1.017.702	23,22%
510524	APORTES PENSIÓN	160.338.714	138.384.813	-21.953.901	-13,69%
510525	APORTES A.R.L	23.561.056	15.203.600	-8.357.456	-35,47%
510526	APORTES CAJAS DE COMPENSACIÓN FAMILIAR	52.693.706	45.659.100	-7.034.606	-13,35%
510527	APORTES I.C.B.F.	0	348.900	348.900	100,00%
510528	APORTES SENA	0	232.600	232.600	100,00%
510532	GASTOS DEPORTIVOS Y DE RECREACIÓN	65.242.747	2.249.000	-62.993.747	-96,55%
510595	OTROS BENEFICIOS A EMPLEADOS	15.724.053	25.729.767	10.005.714	63,63%
5110	GASTOS GENERALES	1.446.056.516	1.313.463.762	-132.592.754	-9,17%
511001	HONORARIOS	107.188.648	97.636.081	-9.552.567	-8,91%
511002	IMPUESTOS	141.056.089	92.430.110	-48.625.979	-34,47%
511003	ARRENDAMIENTOS	155.734.000	142.173.473	-13.560.527	-8,71%
511005	SEGUROS	94.184.641	151.722.906	57.538.265	61,09%
511006	MANTENIMIENTO Y REPARACIONES	35.442.245	14.111.460	-21.330.785	-60,18%
511007	MEJORAS A BIENES AJENOS	4.000.000	0	-4.000.000	-100,00%
511008	CUOTAS DE ADMINISTRACIÓN	2.496.000	2.102.000	-394.000	-15,79%
511010	ASEO Y ELEMENTOS	52.804.051	71.137.623	18.333.572	34,72%
511011	CAFETERÍA	1.555.192	7.158.909	5.603.717	360,32%
511012	SERVICIOS PÚBLICOS	302.520.000	227.682.129	-74.837.871	-24,74%
511013	CORREO	25.312.386	13.999.430	-11.312.956	-44,69%
511014	TRANSPORTE FLETES Y ACARREOS	8.228.040	7.352.100	-875.940	-10,65%
511015	PAPELERÍA Y ÚTILES DE OFICINA	19.281.149	11.873.724	-7.407.425	-38,42%
511016	FOTOCOPIAS	8.339.147	7.515.666	-823.481	-9,87%
511018	PUBLICIDAD Y PROPAGANDA	71.112.869	61.170.023	-9.942.846	-13,98%
511019	CONTRIBUCIONES Y AFILIACIONES	103.358.500	112.124.530	8.766.030	8,48%
511020	GASTOS DE ASAMBLEA	7.254.000	30.000.782	22.746.782	313,58%
511021	GASTOS DE DIRECTIVOS	1.889.447	6.256.134	4.366.687	231,11%
511022	GASTOS DE COMITÉS	21.491.679	8.105.706	-13.385.973	-62,28%
511023	REUNIONES Y CONFERENCIAS	28.061.805	87.000	-27.974.805	-99,69%
511024	GASTOS LEGALES	3.401.967	3.067.489	-334.478	-9,83%
511025	INFORMACIÓN COMERCIAL	17.675.685	16.838.333	-837.352	-4,74%
511027	GASTOS DE VIAJES	35.811.398	41.880.223	6.068.825	16,95%
511029	VIGILANCIA PRIVADA	39.369.318	32.499.911	-6.869.407	-17,45%
511030	SISTEMATIZACIÓN	28.889.783	49.113.827	20.224.044	70,00%
511031	CUOTAS DE SOSTENIMIENTO	8.612.000	2.700.100	-5.911.900	-68,65%
511032	SUSCRIPCIONES Y PUBLICACIONES	1.590.026	935.000	-655.026	-41,20%
511033	ADECUACIÓN E INSTALACIÓN	27.200.956	2.343.800	-24.857.156	-91,38%
511034	ASISTENCIA TÉCNICA	11.206.938	9.631.883	-1.575.055	-14,05%
511035	PROCESAMIENTO ELECTRÓNICO DE DATOS	78.588.557	87.711.852	9.123.295	11,61%
511095	OTROS	2.400.000	2.101.558	-298.442	-12,44%
5115	DETERIORO	31.308.230.967	2.656.084.429	-28.652.146.538	-91,52%
511515	INTERESES CRÉDITOS DE VIVIENDA	750.000	0	-750.000	-100,00%
511516	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE VIVIENDA	28.000	0	-28.000	-100,00%
511517	CRÉDITOS DE CONSUMO	35.206.673.042	1.138.828.556	-34.067.844.486	-96,77%
511518	INTERESES CRÉDITOS DE CONSUMO	39.994.000	17.589.768	-22.404.232	-56,02%
511519	PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO	4.338.000	1.003.312	-3.334.688	-76,87%
511523	MICROCRÉDITO EMPRESARIAL	-4.489.290.604	308.445.876	4.797.736.480	-106,87%
511524	INTERESES MICROCRÉDITO EMPRESARIAL	95.864.000	42.478.795	-53.385.205	-55,69%
511525	PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL	11.282.000	3.200.992	-8.081.008	-71,63%
511526	CRÉDITOS COMERCIALES	-268.363.374	468.600.434	736.963.808	-274,61%
511527	INTERESES CRÉDITOS COMERCIALES	14.286.000	19.898.365	5.612.365	39,29%
511528	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES	3.230.000	523.451	-2.706.549	-83,79%
511529	DETERIORO GENERAL DE CARTERA DE CRÉDITOS	137.410.000	92.891.501	-44.518.499	-32,40%
511545	OTRAS CUENTAS POR COBRAR	4.004.000	374.642	-3.629.358	-90,64%
511559	INTERESES DE CRÉDITOS DE CONSUMO CON PERIODOS DE GRACIA	2.414.000	0	-2.414.000	-100,00%
511561	INTERESES DE MICROCRÉDITO EMPRESARIAL CON PERIODOS DE GRACIA	21.742.000	0	-21.742.000	-100,00%
511562	INTERESES DE CRÉDITOS COMERCIALES CON PERIODOS DE GRACIA	13.646.000	0	-13.646.000	-100,00%
511563	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS	98.150.000	232.228.760	134.078.760	136,61%
511565	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS DE CONSUMO POR PERIODOS DE GRACIA	94.000	0	-94.000	-100,00%
511567	OTROS CONCEPTOS CAUSADOS DE MICROCRÉDITO EMPRESARIAL POR PERIODOS DE GRACIA	1.078.000	0	-1.078.000	-100,00%
511568	OTROS CONCEPTOS CAUSADOS DE CRÉDITOS COMERCIALES POR PERIODOS DE GRACIA	588.000	0	-588.000	-100,00%
511570	CRÉDITOS PRODUCTIVOS	406.746.389	295.078.400	-111.667.989	-27,45%
511571	INTERESES CRÉDITOS PRODUCTIVOS	3.567.514	33.395.434	29.827.920	836,10%
511572	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	0	1.546.143	1.546.143	100,00%
5120	AMORTIZACIÓN Y AGOTAMIENTO	61.948.000	82.689.520	20.741.520	33,48%
512020	LICENCIAS	61.948.000	82.689.520	20.741.520	33,48%
5125	DEPRECIACIÓN PROPIEDAD PLANTA Y EQUIPO	213.890.315	76.396.431	-137.493.884	-64,28%
512505	EDIFICACIONES	11.155.382	11.617.786	462.404	4,15%
512510	MUEBLES Y EQUIPO DE OFICINA	29.194.935	15.913.305	-13.281.630	-45,49%
512515	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	156.500.791	39.847.984	-116.652.807	-74,54%
512545	MAQUINARIA Y EQUIPO	17.039.207	9.017.356	-8.021.851	-47,08%
52	OTROS GASTOS	786.788.234	600.367.565	-186.420.669	-23,69%
5210	GASTOS FINANCIEROS	255.417.834	216.725.011	-38.692.823	-15,15%
521005	GASTOS BANCARIOS	388.000	168.462	-219.538	-56,58%
521020	COMISIONES	255.029.834	216.556.549	-38.473.285	-15,09%
5212	GASTOS POR RIESGO OPERATIVO	9.072.000	256.000	-8.816.000	-97,18%
5230	GASTOS VARIOS	522.298.400	383.386.554	-138.911.846	-26,60%
523015	CONTRATOS ONEROSOS	244.023.000	131.230.198	-112.792.802	-46,22%
523020	MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	47.400	0	-47.400	-100,00%
523050	IMPUESTOS ASUMIDOS	155.942.000	147.332.927	-8.609.073	-5,52%
523095	OTROS	122.286.000	104.823.429	-17.462.571	-14,28%
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	0	1.181.866.576	1.181.866.576	100,00%
6	COSTO DE VENTAS	1.278.719.638	1.202.291.871	-76.427.767	-5,98%
61	COSTO DE VENTAS Y DE PRESTACIÓN DE SERVICIOS	1.278.719.638	1.202.291.871	-76.427.767	-5,98%
6150	INTERESES DE DEPÓSITOS DE CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS	1.278.719.638	1.202.291.871	-76.427.767	-5,98%
615005	INTERESES DEPÓSITOS DE AHORRO ORDINARIO	250.423.914	201.158.737	-49.265.177	-19,67%
615010	INTERESES DEPÓSITOS DE AHORRO A TERMINO	900.034.814	914.525.541	14.490.727	1,61%
615015	INTERESES AHORRO CONTRACTUAL	11.612.039	11.804.389	192.350	1,66%
615025	CONTRIBUCIÓN EMERGENCIA ECONÓMICA	1.292.000	0	-1.292.000	-100,00%
615035	INTERESES DE CRÉDITOS DE BANCOS	115.356.871	74.803.204	-40.553.667	-35,15%
					
53	EXCEDENTES Y PERDIDAS DEL EJERCICIO	725.867.454	3.850.394.973	3.124.527.519	430,45%
